px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	meas_type	NIS
7.46359	-6.65117	2.607	0.471741	-0.401317	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	L	0.612058
7.57533	-6.57697	2.56276	0.46802	-0.373708	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	R	0.735422
7.69449	-6.50575	2.55972	0.453829	-0.367913	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	L	0.177175
7.84389	-6.45257	2.62992	0.412914	-0.400455	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	R	1.14777
7.9723	-6.3858	2.63223	0.397565	-0.394214	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	L	0.14145
8.03472	-6.30891	2.45058	0.433052	-0.31176	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	R	7.41236
8.14795	-6.23268	2.47689	0.432125	-0.297438	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	L	0.475719
8.26614	-6.16486	2.45658	0.429494	-0.278117	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	R	0.440825
8.4098	-6.0728	2.52267	0.432505	-0.259223	8.45315	-5.97158	8.45	-5.95	2.727	1.818	L	0.743507
8.50887	-6.00648	2.47037	0.441446	-0.227534	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	R	1.04018
8.6313	-5.92443	2.51443	0.446402	-0.211207	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	L	0.494468
8.76274	-5.87008	2.56768	0.426661	-0.225768	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	R	0.540002
8.9009	-5.77294	2.64151	0.439155	-0.201747	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	L	1.09287
8.99535	-5.69545	2.53565	0.469207	-0.141116	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	R	4.47461
9.12669	-5.59102	2.60742	0.488271	-0.115116	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	L	1.19701
9.21917	-5.49503	2.5017	0.527481	-0.0511298	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	R	4.11443
9.35	-5.37758	2.56629	0.552163	-0.0243918	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	L	1.19077
9.44233	-5.27821	2.48745	0.589675	0.0293988	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	R	2.71836
9.56105	-5.16286	2.53585	0.614019	0.0510583	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	L	0.806648
9.67395	-5.0916	2.57223	0.605647	0.0334228	9.62802	-5.02338	9.65	-5	1.99604	0.998028	R	0.472624
9.77789	-5.00024	2.58889	0.618367	0.0437018	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	L	0.228306
9.86409	-4.90079	2.4975	0.657639	0.0973213	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	R	2.77823
9.96989	-4.80359	2.50862	0.671162	0.104888	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	L	0.128815
10.047	-4.69801	2.41959	0.717458	0.163156	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	R	3.18857
10.1527	-4.56829	2.47784	0.748564	0.183969	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	L	0.806581
10.2426	-4.46313	2.4659	0.773149	0.202184	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	R	0.415873
10.3458	-4.3378	2.51347	0.79868	0.215739	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	L	0.378446
10.432	-4.23748	2.51209	0.820369	0.231241	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	R	0.394791
10.5319	-4.0935	2.60066	0.854254	0.252268	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	L	1.13506
10.6468	-3.99864	2.67283	0.837061	0.208035	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	R	1.9694
10.7424	-3.8581	2.73836	0.865711	0.225088	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	L	0.735668
10.7687	-3.71906	2.61384	0.959893	0.34449	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	R	10.7555
10.852	-3.5629	2.69616	0.996855	0.363044	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	L	1.01131
10.9599	-3.4632	2.75824	0.967234	0.291492	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	R	4.1543
11.0427	-3.32217	2.80609	0.991617	0.300632	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	L	0.31315
11.0734	-3.1806	2.73878	1.06568	0.385867	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	R	5.34573
11.145	-3.02773	2.79742	1.09564	0.395825	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	L	0.441732
11.144	-2.85301	2.72302	1.21218	0.535346	11.1386	-2.78926	11.15	-2.8	0	2.73104	R	13.8946
11.1872	-2.69649	2.74314	1.25066	0.543512	11.141	-2.65084	11.15	-2.65	0	2.73102	L	0.233973
11.1946	-2.53234	2.73192	1.33041	0.616628	11.1042	-2.54354	11.15	-2.55	0	1.81785	R	3.61362
11.2132	-2.40869	2.67976	1.36444	0.616955	11.1497	-2.45904	11.15	-2.45	0	1.81785	L	0.383829
11.3018	-2.31797	2.65363	1.3004	0.472392	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	R	15.4772
11.3425	-2.15048	2.7305	1.33048	0.477449	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	L	0.621712
11.3542	-1.99413	2.72732	1.38454	0.517954	11.3117	-1.92025	11.35	-1.95	0	1.81854	R	1.14243
11.3746	-1.85283	2.7123	1.41445	0.519321	11.3504	-1.8663	11.35	-1.85	0	1.81853	L	0.0433069
11.3889	-1.70283	2.71297	1.45244	0.533941	11.4185	-1.70062	11.35	-1.7	0	2.72762	R	0.167434
11.3969	-1.54883	2.7202	1.48685	0.538416	11.3568	-1.53205	11.35	-1.55	0	2.72762	L	0.101545
11.3371	-1.38217	2.73291	1.60115	0.665189	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	R	10.6737
11.3154	-1.23632	2.71972	1.64535	0.672078	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	L	0.282865
11.2179	-1.05557	2.82066	1.78232	0.822462	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	R	15.1995
11.1609	-0.91253	2.8026	1.83931	0.83331	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	L	0.618255
11.0892	-0.765882	2.861	1.91405	0.881751	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	R	1.84001
11.0229	-0.635255	2.85595	1.96701	0.889814	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	L	0.337115
10.9024	-0.476623	3.01499	2.07572	0.987047	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	R	7.94823
10.8137	-0.3513	3.00899	2.13283	0.994226	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	L	0.242931
10.7187	-0.219155	3.00421	2.19126	0.999297	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	R	0.0937672
10.6071	-0.137048	2.9188	2.26454	1.01979	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	L	1.22559
10.4579	-0.0112286	3.12084	2.36259	1.09599	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	R	7.79691
10.3286	0.0565133	3.06433	2.43786	1.11775	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	L	1.00149
10.2333	0.123352	2.91389	2.48329	1.09509	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	R	2.56379
10.102	0.140069	2.8167	2.57287	1.13302	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	L	2.49457
9.96344	0.209415	2.84844	2.64491	1.14857	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	R	1.0606
9.81173	0.217829	2.77778	2.7435	1.1866	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	L	1.99748
9.65238	0.267133	2.89878	2.81775	1.20814	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	R	2.23682
9.50503	0.268148	2.86407	2.90451	1.23584	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	L	0.958421
9.39346	0.259978	2.57824	2.98238	1.23691	9.22819	0.16178	9.35	0.15	-1.81963	0	R	7.15958
9.25183	0.242725	2.55179	3.07285	1.26082	9.24456	0.139817	9.25	0.15	-1.81962	0	L	0.633913
9.10127	0.257917	2.68083	3.13217	1.25872	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	R	1.44174
8.9669	0.254049	2.68142	-3.08724	1.25955	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	L	0.00145107
8.82213	0.250889	2.75053	-3.0305	1.25339	8.84168	0.257617	8.8	0.25	-2.99995	0	R	0.457263
8.6818	0.23468	2.75813	-2.96953	1.25122	8.65606	0.24536	8.65	0.25	-2.99994	0	L	0.0412808
8.53534	0.214559	2.80461	-2.91339	1.24371	8.43549	0.247188	8.5	0.25	-2.99323	0	R	0.307417
8.3915	0.195701	2.81651	-2.86314	1.2306	8.34184	0.250769	8.35	0.25	-2.9932	0	L	0.304771
8.24914	0.155907	2.79608	-2.80011	1.22647	8.27073	0.243988	8.2	0.25	-2.73233	0	R	0.17289
8.09736	0.139464	2.79747	-2.76217	1.19599	8.03847	0.260731	8.05	0.25	-2.73234	0	L	1.04644
7.95435	0.106248	2.87125	-2.72609	1.16901	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	R	1.02378
7.81205	0.06985	2.87708	-2.68709	1.14872	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	L	0.691048
7.64626	0.0372845	3.01965	-2.67205	1.09777	7.46173	0.143776	7.6	0.15	-2.99599	0	R	3.66916
7.50645	0.0106553	2.99635	-2.64967	1.06488	7.45455	0.149294	7.45	0.15	-2.99596	0	L	1.27077
7.40416	-0.0726977	2.80732	-2.56616	1.1016	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	R	5.02746
7.27825	-0.105803	2.75599	-2.54177	1.06575	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	L	1.54645
7.13017	-0.154971	2.86309	-2.53124	1.00575	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	R	4.257
6.99383	-0.220308	2.84648	-2.49646	0.985133	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	L	0.648616
6.94676	-0.345901	2.5803	-2.37265	1.08163	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	R	12.3224
6.84975	-0.4212	2.54608	-2.3285	1.06678	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	L	0.363965
6.68576	-0.45391	2.77049	-2.3835	0.91828	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	R	20.2652
6.58148	-0.548637	2.77413	-2.34119	0.914601	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	L	0.0676814
6.52181	-0.697116	2.66466	-2.22862	1.00072	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	R	5.81412
6.43822	-0.823637	2.67466	-2.16836	1.00586	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	L	0.0588895
6.39599	-0.972239	2.64464	-2.06559	1.07877	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	R	3.25739
6.33818	-1.10625	2.67013	-2.00346	1.08642	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	L	0.194509
6.2716	-1.24725	2.69189	-1.94702	1.08107	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	R	0.281406
6.22145	-1.40124	2.7195	-1.88188	1.08597	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	L	0.160715
6.25131	-1.63738	2.82951	-1.69407	1.27123	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	R	19.3792
6.25641	-1.78076	2.7936	-1.61752	1.27873	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	L	0.473257
6.2605	-1.91596	2.78233	-1.55019	1.2834	6.34	-1.88987	6.35	-1.9	0	-2.99515	R	0.125685
6.28326	-2.04961	2.76333	-1.47796	1.29179	6.35828	-2.03886	6.35	-2.05	0	-2.99515	L	0.30938
6.29677	-2.17713	2.68038	-1.42398	1.26309	6.45002	-2.23466	6.35	-2.2	0	-2.72856	R	1.34942
6.3257	-2.32524	2.68657	-1.353	1.26418	6.34057	-2.34076	6.35	-2.35	0	-2.72854	L	0.0245377
6.37706	-2.49157	2.77044	-1.26771	1.28711	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	R	0.935079
6.43145	-2.63767	2.77508	-1.19463	1.28893	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	L	0.0325393
6.44733	-2.71167	2.44125	-1.16698	1.21586	6.46538	-2.81029	6.45	-2.8	0	-2.72732	R	11.8301
6.49255	-2.85647	2.48341	-1.1121	1.20145	6.45762	-2.94003	6.45	-2.95	0	-2.7273	L	0.468772
6.55205	-3.00961	2.5957	-1.05265	1.19922	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	R	1.4789
6.6052	-3.17694	2.66887	-1.0136	1.1682	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	L	1.72625
6.66628	-3.30741	2.61749	-0.968729	1.14163	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	R	1.71425
6.72523	-3.47904	2.69493	-0.942418	1.10101	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	L	2.39949
6.78583	-3.59875	2.59083	-0.905427	1.06916	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	R	2.65608
6.84264	-3.76775	2.65768	-0.89204	1.02047	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	L	2.7121
6.89601	-3.87396	2.49988	-0.862656	0.985665	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	R	3.92164
6.94834	-4.04331	2.56409	-0.862597	0.929115	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	L	3.34995
6.98843	-4.12746	2.35684	-0.841717	0.894731	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	R	5.65326
7.03691	-4.2705	2.40524	-0.842978	0.847297	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	L	2.42868
7.13324	-4.40651	2.61892	-0.812607	0.841218	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	R	4.8343
7.19917	-4.56078	2.67192	-0.816462	0.793761	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	L	2.63648
7.25803	-4.65113	2.52924	-0.795955	0.770085	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	R	2.94201
7.3223	-4.78871	2.56418	-0.797549	0.729315	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	L	1.71383
7.39981	-4.89595	2.49917	-0.77544	0.709457	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	R	1.3474
7.45685	-5.05566	2.53316	-0.794911	0.65094	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	L	3.06452
7.57028	-5.19406	2.80699	-0.772875	0.646442	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	R	8.09234
7.63556	-5.35575	2.84392	-0.795628	0.591264	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	L	2.77975
7.69407	-5.44749	2.646	-0.787114	0.565693	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	R	4.95654
7.75039	-5.59139	2.66485	-0.806672	0.518172	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	L	1.89922
7.85446	-5.72042	2.76985	-0.789168	0.509393	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	R	1.79584
7.92644	-5.88629	2.79808	-0.811869	0.45906	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	L	2.07722
7.98382	-5.97759	2.53178	-0.806308	0.434501	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	R	7.2525
8.0436	-6.12794	2.55017	-0.828688	0.389028	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	L	1.61337
8.14114	-6.24542	2.59962	-0.81372	0.383388	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	R	0.394385
8.21695	-6.37928	2.61047	-0.820831	0.35582	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	L	0.596668
8.33259	-6.50837	2.74621	-0.803962	0.355058	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	R	1.67289
8.40787	-6.65353	2.75761	-0.819484	0.320857	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	L	0.890991
8.49401	-6.76491	2.67614	-0.813281	0.308229	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	R	1.11829
8.55284	-6.9213	2.6883	-0.844109	0.261504	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	L	1.61778
8.63853	-7.04059	2.66471	-0.841951	0.249006	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	R	0.549142
8.68391	-7.21366	2.68484	-0.888062	0.190564	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	L	2.51315
8.76898	-7.33117	2.7241	-0.88477	0.185136	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	R	0.374641
8.82691	-7.4706	2.73629	-0.907607	0.153697	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	L	0.759553
8.90611	-7.59142	2.70739	-0.908442	0.143947	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	R	0.362563
8.95623	-7.75281	2.72119	-0.944207	0.101099	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	L	1.34918
9.02849	-7.87496	2.67707	-0.948967	0.0898219	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	R	0.437447
9.06682	-8.046	2.69773	-0.994125	0.040746	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	L	1.73254
9.13736	-8.17133	2.67219	-0.999042	0.0329401	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	R	0.185682
9.19838	-8.31175	2.67874	-1.01517	0.01541	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	L	0.22224
9.28056	-8.44044	2.79188	-1.01026	0.0230459	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	R	1.52174
9.32054	-8.58856	2.80362	-1.04151	-0.0086573	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	L	0.76436
9.38584	-8.71226	2.8129	-1.04558	-0.0117734	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	R	0.223226
9.42757	-8.86752	2.83585	-1.07682	-0.0418274	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	L	0.701006
9.46531	-8.98653	2.63248	-1.10193	-0.0723882	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	R	4.98961
9.50604	-9.13193	2.63785	-1.12656	-0.0925893	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	L	0.333828
9.56364	-9.26482	2.64467	-1.13442	-0.0949169	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	R	0.132115
9.60089	-9.41566	2.6559	-1.16103	-0.115711	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	L	0.325429
9.66408	-9.5592	2.69539	-1.16609	-0.113145	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	R	0.253735
9.70577	-9.71347	2.71204	-1.18862	-0.128944	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	L	0.195286
9.7755	-9.8618	2.82527	-1.18575	-0.115392	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	R	1.59978
9.80534	-10.0109	2.83934	-1.21166	-0.134914	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	L	0.294829
9.82369	-10.1344	2.65011	-1.24476	-0.169655	9.75497	-10.1932	9.75	-10.2	0	-2.72857	R	4.08168
9.83373	-10.3022	2.67698	-1.28592	-0.200475	9.74697	-10.3629	9.75	-10.35	0	-2.72854	L	0.716435
9.878	-10.4498	2.72514	-1.29309	-0.193827	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	R	0.379379
9.90078	-10.6099	2.74258	-1.31942	-0.208955	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	L	0.178716
9.91119	-10.7404	2.60896	-1.35274	-0.238602	9.86786	-10.8223	9.85	-10.8	0	-2.72846	R	2.19536
9.91332	-10.9013	2.63184	-1.38921	-0.261033	9.8455	-10.9408	9.85	-10.95	0	-2.72844	L	0.394132
9.92883	-11.0412	2.60193	-1.41159	-0.271001	9.84594	-11.0973	9.85	-11.1	0	-2.72748	R	0.181667
9.91732	-11.2058	2.6303	-1.45346	-0.296786	9.83549	-11.2481	9.85	-11.25	0	-2.72745	L	0.540726
9.93679	-11.3467	2.67509	-1.4639	-0.2896	9.8926	-11.4631	9.85	-11.4	0	-2.9967	R	0.28761
9.92458	-11.5052	2.71175	-1.50049	-0.310727	9.87136	-11.5692	9.85	-11.55	0	-2.99671	L	0.44043
9.90675	-11.639	2.58493	-1.54646	-0.350751	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	R	2.79258
9.86314	-11.8105	2.6302	-1.60116	-0.38451	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	L	1.01548
9.83114	-11.9413	2.52842	-1.6505	-0.42285	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	R	1.90445
9.77229	-12.1072	2.57697	-1.70823	-0.455468	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	L	1.00314
9.70771	-12.2211	2.41659	-1.78361	-0.524295	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	R	5.17558
9.64429	-12.3566	2.43451	-1.83533	-0.545783	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	L	0.650758
9.54451	-12.4435	2.22167	-1.94436	-0.653575	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	R	11.4111
9.46236	-12.5624	2.24628	-2.00435	-0.675848	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	L	0.752081
9.35534	-12.6508	2.11306	-2.11834	-0.781554	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	R	9.97885
9.2314	-12.7662	2.18065	-2.20155	-0.818081	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	L	2.00856
9.13638	-12.8526	2.16101	-2.27479	-0.85465	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	R	0.973615
9.00548	-12.9553	2.22901	-2.35344	-0.882677	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	L	1.44778
8.89213	-13.0301	2.2261	-2.43212	-0.920372	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	R	1.19003
8.73184	-13.1322	2.33749	-2.51578	-0.948171	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	L	2.07223
8.52035	-13.1723	2.40316	-2.71518	-1.1467	8.43462	-13.263	8.4	-13.15	-2.72644	0	R	21.1501
8.36784	-13.2167	2.43633	-2.79727	-1.16311	8.26001	-13.1483	8.25	-13.15	-2.72641	0	L	0.890872
8.18531	-13.2363	2.56059	-2.93303	-1.26765	8.10139	-13.1447	8.1	-13.15	-3.00083	0	R	6.09263
8.03847	-13.2458	2.57833	-3.01191	-1.28096	7.95138	-13.1593	7.95	-13.15	-3.00084	0	L	0.801459
7.92993	-13.2687	2.48603	-3.04779	-1.23169	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	R	1.81373
7.75717	-13.2825	2.55376	-3.12247	-1.23442	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	L	0.799821
7.56591	-13.2598	2.71753	3.04375	-1.30466	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	R	4.62595
7.40811	-13.2243	2.72543	2.96012	-1.31489	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	L	0.496718
7.2925	-13.2085	2.59644	2.91476	-1.27358	7.19553	-13.2012	7.2	-13.15	-2.73035	0	R	2.25384
7.13047	-13.1743	2.64203	2.84609	-1.26987	7.05296	-13.1563	7.05	-13.15	-2.73035	0	L	0.363914
7.00434	-13.1397	2.57846	2.7896	-1.24966	6.87644	-13.2105	6.85	-13.15	-3.63616	0	R	0.693889
6.81971	-13.1071	2.67605	2.74041	-1.2268	6.672	-13.1364	6.65	-13.15	-3.63617	0	L	1.38552
6.74633	-13.0966	2.33487	2.72034	-1.14951	6.53838	-13.1322	6.55	-13.15	-1.81656	0	R	13.4511
6.58291	-13.0723	2.41356	2.68778	-1.11801	6.46904	-13.1587	6.45	-13.15	-1.81657	0	L	1.27195
6.46179	-13.0152	2.39833	2.63178	-1.1097	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	R	0.454073
6.29449	-12.9742	2.48021	2.60295	-1.07712	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	L	1.38527
6.13711	-12.869	2.70945	2.52565	-1.1094	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	R	4.91987
5.97186	-12.8004	2.77203	2.49334	-1.08069	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	L	0.938073
5.86966	-12.7379	2.61919	2.45437	-1.05093	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	R	2.634
5.69918	-12.677	2.6897	2.44064	-1.00799	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	L	1.69733
5.57258	-12.574	2.76552	2.38677	-1.01067	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	R	0.70566
5.39746	-12.4957	2.83809	2.37653	-0.966347	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	L	1.80899
5.28755	-12.3994	2.79083	2.33298	-0.954396	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	R	0.416895
5.14269	-12.3072	2.8277	2.31117	-0.924714	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	L	0.704161
5.05144	-12.2154	2.78232	2.27259	-0.915569	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	R	0.390543
4.93613	-12.1191	2.80586	2.24645	-0.89639	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	L	0.313046
4.86949	-12.0375	2.63202	2.20966	-0.88174	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	R	3.05476
4.78777	-11.9323	2.63671	2.16939	-0.877968	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	L	0.0134046
4.68161	-11.781	2.88437	2.12358	-0.885771	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	R	5.89572
4.59186	-11.6563	2.90262	2.08837	-0.876389	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	L	0.17435
4.55333	-11.5671	2.65136	2.04338	-0.872724	4.53697	-11.5591	4.55	-11.55	0	1.99749	R	6.32129
4.5104	-11.4465	2.63969	1.99036	-0.882186	4.55238	-11.4548	4.55	-11.45	0	1.99746	L	0.108448
4.41065	-11.2612	2.98379	1.95348	-0.871938	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	R	11.1333
4.38398	-11.0932	2.97919	1.88131	-0.895796	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	L	0.426305
4.40312	-10.9871	2.57541	1.79612	-0.935481	4.39651	-10.8822	4.45	-10.95	0	1.81807	R	15.1327
4.39716	-10.8478	2.56374	1.73025	-0.950077	4.45899	-10.8664	4.45	-10.85	0	1.81808	L	0.245043
4.38346	-10.7106	2.56314	1.67565	-0.952477	4.493	-10.7885	4.45	-10.7	0	2.72865	R	0.196194
4.39138	-10.5644	2.56531	1.60914	-0.966323	4.44058	-10.5544	4.45	-10.55	0	2.72864	L	0.156072
4.39222	-10.421	2.57296	1.55411	-0.967807	4.44399	-10.3941	4.45	-10.4	0	2.72392	R	0.0348669
